long,lat,year,T_Summer,PPT_Summer,VWC_Summer_whole,ExtremeShortTermDryStress_Summer_whole,Herb,Litter,Bare,Shrub,Ann_Herb,treecanopy
-110.0472,37.60413,2009,22.44565,2.48,0.0411341066112138,34.86,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2010,22.6212,9.85,0.0475040122773338,35.76,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2011,22.97337,5.66,0.0415907974382192,34.8,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2012,23.96196,6.7,0.0440265222780885,35.18,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2013,22.95326,7.91,0.0451332409581489,36.19,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2014,22.22174,6.9,0.0431885754894483,34.51,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2015,22.37283,13.03,0.0474263924244372,34.84,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2016,23.6788,6.91,0.0433475440820108,36.09,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2017,24.11467,6.1,0.042222380231534,36.03,5.0,11.0,84.0,7.0,0.0,0.0
-110.0472,37.60413,2018,24.55,4.48,0.0416131465340231,35.25,5.0,11.0,84.0,7.0,0.0,0.0
-110.0461,37.60334,1980,23.15924,2.69,0.0473425788615667,36.16,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1981,23.27065,9.39,0.0484231069505938,36.08,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1982,22.05707,9.5,0.0518720339140509,34.99,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1983,21.32826,10.22,0.0502760164012108,33.69,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1984,21.95978,9.49,0.0490419314305851,34.01,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1985,23.38859,4.81,0.0493428424636598,36.32,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1986,22.45109,9.85,0.050322352658537,34.18,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1987,22.01576,11.04,0.0553063570467971,33.22,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1988,23.25,7.98,0.0480690275556591,34.69,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1989,22.5125,6.69,0.0495920986233013,36.62,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1990,23.2337,5.41,0.0473905200732889,36.15,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1991,22.31033,6.39,0.0476882951995199,33.69,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1992,21.67554,5.95,0.0477574765584405,33.4,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1993,21.29783,5.55,0.0487814426737924,33.72,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1994,24.52935,2.56,0.0462799385225083,36.37,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1995,22.06848,6.76,0.0479721107541298,35.39,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1996,24.16793,4.72,0.0470551391955449,35.38,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1997,22.10163,9.18,0.055738368281419,33.52,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1998,22.54674,5.69,0.0483253439121294,35.73,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,1999,21.66522,14.56,0.0556441187503871,33.14,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2000,23.94185,4.78,0.0467270418272073,35.94,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2001,23.12826,8.13,0.0493388186523576,35.3,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2002,24.23804,3.0,0.046330609266889,36.26,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2003,24.26359,5.4,0.0475927587688157,36.86,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2004,22.70707,2.76,0.0466889264893816,34.2,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2005,22.2962,8.14,0.050081754002163,37.29,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2006,23.89511,7.13,0.0476907740629008,35.69,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2007,24.0712,7.59,0.0488069401873574,35.71,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2008,22.4875,6.65,0.0488569426504015,34.22,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2009,22.44565,2.48,0.0465783586211246,34.86,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2010,22.6212,9.85,0.0545919594315141,35.76,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2011,22.97337,5.66,0.0470982178820736,34.8,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2012,23.96196,6.7,0.050167658598691,35.18,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2013,22.95326,7.91,0.05126189241454,36.19,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2014,22.22174,6.9,0.0491765550040903,34.51,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2015,22.37283,13.03,0.0545758928379093,34.84,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2016,23.6788,6.91,0.0492903395392854,36.09,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2017,24.11467,6.1,0.0478476237689201,36.03,7.0,6.0,77.0,10.0,0.0,6.0
-110.0461,37.60334,2018,24.55,4.48,0.0471587782060969,35.25,7.0,6.0,77.0,10.0,0.0,6.0
-110.0458,37.60308,1980,23.15924,2.69,0.04722284,36.16,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1981,23.27065,9.39,0.04813978,36.08,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1982,22.05707,9.5,0.0507799,34.79,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1983,21.32826,10.22,0.04961535,33.69,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1984,21.95978,9.49,0.04864032,34.01,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1985,23.38859,4.81,0.04887825,36.32,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1986,22.45109,9.85,0.04956617,34.18,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1987,22.01576,11.04,0.05356448,33.22,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1988,23.25,7.98,0.04782203,34.69,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1989,22.5125,6.69,0.04900289,36.62,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1990,23.2337,5.41,0.04728335,36.15,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1991,22.31033,6.39,0.04758817,33.69,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1992,21.67554,5.95,0.04761423,33.4,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1993,21.29783,5.55,0.04831128,33.72,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1994,24.52935,2.56,0.04645906,36.37,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1995,22.06848,6.76,0.04776442,35.39,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1996,24.16793,4.72,0.04705126,35.38,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1997,22.10163,9.18,0.0537812,33.52,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1998,22.54674,5.69,0.04806637,35.73,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,1999,21.66522,14.56,0.05370303,33.14,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2000,23.94185,4.78,0.04673586,35.94,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2001,23.12826,8.13,0.04895062,35.3,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2002,24.23804,3.0,0.0464505,36.26,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2003,24.26359,5.4,0.04746865,36.86,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2004,22.70707,2.76,0.04671683,34.2,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2005,22.2962,8.14,0.04940809,37.29,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2006,23.89511,7.13,0.04755971,35.69,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2007,24.0712,7.59,0.04841814,35.71,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2008,22.4875,6.65,0.04841238,34.22,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2009,22.44565,2.48,0.04660569,34.86,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2010,22.6212,9.85,0.05298312,35.76,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2011,22.97337,5.66,0.04705384,34.8,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2012,23.96196,6.7,0.04952385,35.18,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2013,22.95326,7.91,0.05027812,36.19,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2014,22.22174,6.9,0.0487873,34.51,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2015,22.37283,13.03,0.05312289,34.84,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2016,23.6788,6.91,0.04883915,36.09,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2017,24.11467,6.1,0.04767844,36.03,8.0,11.0,70.0,11.0,0.0,11.0
-110.0458,37.60308,2018,24.55,4.48,0.04714635,35.19,8.0,11.0,70.0,11.0,0.0,11.0
-110.0393,37.60519,1980,23.15924,2.69,0.05222485,36.16,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1981,23.27065,9.39,0.0539287,36.08,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1982,22.05707,9.5,0.05925386,34.99,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1983,21.32826,10.22,0.0573964,33.69,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1984,21.95978,9.49,0.05531376,34.01,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1985,23.38859,4.81,0.05579899,36.32,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1986,22.45109,9.85,0.0574896,34.18,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1987,22.01576,11.04,0.06354509,33.22,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1988,23.25,7.98,0.05346334,34.69,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1989,22.5125,6.69,0.05656375,36.62,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1990,23.2337,5.41,0.05256306,36.15,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1991,22.31033,6.39,0.05278792,33.69,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1992,21.67554,5.95,0.05305294,33.4,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1993,21.29783,5.55,0.05510554,33.72,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1994,24.52935,2.56,0.05041226,36.37,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1995,22.06848,6.76,0.05336432,35.39,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1996,24.16793,4.72,0.05172816,35.38,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1997,22.10163,9.18,0.06274232,33.52,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1998,22.54674,5.6899999999999995,0.05407606,35.73,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,1999,21.66522,14.56,0.0679592,33.14,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2000,23.94185,4.78,0.051166,35.94,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2001,23.12826,8.13,0.05587761,35.3,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2002,24.23804,3.0,0.05027159,36.26,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2003,24.26359,5.4,0.05271506,36.86,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2004,22.70707,2.76,0.0508355,34.2,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2005,22.2962,8.14,0.05723701,37.29,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2006,23.89511,7.13,0.0529317,35.69,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2007,24.0712,7.59,0.05464534,35.71,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2008,22.4875,6.65,0.05506995,34.22,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2009,22.44565,2.48,0.05081031,34.86,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2010,22.6212,9.85,0.06269054,35.76,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2011,22.97337,5.66,0.05182391,34.8,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2012,23.96196,6.7,0.05670833,35.18,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2013,22.95326,7.91,0.05689845,36.19,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2014,22.22174,6.9,0.05566373,34.51,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2015,22.37283,13.03,0.06329413,34.84,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2016,23.6788,6.91,0.05604789,36.09,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2017,24.11467,6.1,0.05308739,36.03,10.0,9.0,58.0,15.0,0.0,9.0
-110.0393,37.60519,2018,24.55,4.48,0.05169639,35.25,10.0,9.0,58.0,15.0,0.0,9.0
-110.0389,37.60545,1980,23.15924,2.69,0.05426584,36.16,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1981,23.27065,9.39,0.055582490000000005,36.08,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1982,22.05707,9.5,0.06037222,34.99,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1983,21.32826,10.22,0.05809431,33.69,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1984,21.95978,9.49,0.0564659,34.01,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1985,23.38859,4.81,0.05686273,36.32,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1986,22.45109,9.85,0.05818676,34.18,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1987,22.01576,11.04,0.0648483,33.22,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1988,23.25,7.98,0.05519813,34.69,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1989,22.5125,6.69,0.05723336,36.62,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1990,23.2337,5.41,0.0543822,36.15,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1991,22.31033,6.39,0.05475668,33.69,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1992,21.67554,5.95,0.05483838,33.4,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1993,21.29783,5.55,0.056220259999999994,33.72,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1994,24.52935,2.56,0.05288093,36.37,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1995,22.06848,6.76,0.05517308,35.39,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1996,24.16793,4.72,0.05392313,35.38,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1997,22.10163,9.18,0.06523311,33.52,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1998,22.54674,5.69,0.05549315,35.73,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,1999,21.66522,14.56,0.06527669,33.14,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2000,23.94185,4.78,0.05349967,35.94,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2001,23.12826,8.13,0.05691623,35.3,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2002,24.23804,3.0,0.05290248,36.26,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2003,24.26359,5.4,0.05461338,36.86,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2004,22.70707,2.76,0.05343126,34.2,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2005,22.2962,8.14,0.05788829999999999,37.29,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2006,23.89511,7.13,0.05478685,35.69,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2007,24.0712,7.59,0.05611821,35.71,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2008,22.4875,6.65,0.0563108,34.22,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2009,22.44565,2.48,0.05324315,34.86,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2010,22.6212,9.85,0.0638218,35.76,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2011,22.97337,5.66,0.0540217,34.8,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2012,23.96196,6.7,0.05812822,35.18,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2013,22.95326,7.91,0.05939346,36.19,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2014,22.22174,6.9,0.05677004,34.51,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2015,22.37283,13.03,0.06372582,34.84,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2016,23.6788,6.91,0.05687999,36.09,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2017,24.11467,6.1,0.05491082,36.03,8.0,9.0,62.0,13.0,0.0,7.0
-110.0389,37.60545,2018,24.55,4.48,0.05398198,35.25,8.0,9.0,62.0,13.0,0.0,7.0
-110.0386,37.59621,1980,23.15924,2.69,0.0523063,36.16,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1981,23.27065,9.39,0.05308096,36.08,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1982,22.05707,9.5,0.05543843,34.79,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1983,21.32826,10.22,0.05431784,33.69,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1984,21.95978,9.49,0.05349245,34.01,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1985,23.38859,4.81,0.0536293,36.32,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1986,22.45109,9.85,0.05427287,34.18,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1987,22.01576,11.04,0.05773882,33.22,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1988,23.25,7.98,0.05280864,34.69,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1989,22.5125,6.69,0.05381319,36.62,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1990,23.2337,5.41,0.05229323,36.15,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1991,22.31033,6.39,0.05257609,33.69,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1992,21.67554,5.95,0.05260247,33.4,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1993,21.29783,5.55,0.05319239,33.72,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1994,24.52935,2.56,0.05155433,36.37,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1995,22.06848,6.76,0.05273022,35.39,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1996,24.16793,4.72,0.05209082,35.38,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1997,22.10163,9.18,0.05800702,33.52,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1998,22.54674,5.69,0.05302027,35.73,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,1999,21.66522,14.56,0.05810694,33.14,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2000,23.94185,4.78,0.05184103,35.94,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2001,23.12826,8.13,0.05378182,35.3,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2002,24.23804,3.0,0.05156591,36.26,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2003,24.26359,5.4,0.05249096,36.86,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2004,22.70707,2.76,0.05179446,34.2,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2005,22.2962,8.14,0.05428129,37.29,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2006,23.89511,7.13,0.05254927,35.69,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2007,24.0712,7.59,0.05334178,35.71,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2008,22.4875,6.65,0.05329298,34.22,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2009,22.44565,2.48,0.05170393,34.86,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2010,22.6212,9.85,0.05737837,35.76,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2011,22.97337,5.66,0.05210475,34.8,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2012,23.96196,6.7,0.05418062,35.18,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2013,22.95326,7.91,0.05488889,36.19,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2014,22.22174,6.9,0.05366964,34.51,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2015,22.37283,13.03,0.05710299,34.84,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2016,23.6788,6.91,0.05369198,36.09,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2017,24.11467,6.1,0.05263454,36.03,8.0,9.0,63.0,10.0,0.0,7.0
-110.0386,37.59621,2018,24.55,4.48,0.05213233,35.19,8.0,9.0,63.0,10.0,0.0,7.0
-110.0376,37.60202,1980,23.15924,2.69,0.04800624,36.16,7.0,8.0,65.0,10.0,0.0,5.0
-110.0376,37.60202,1981,23.27065,9.39,0.04935783,36.08,7.0,8.0,65.0,10.0,0.0,5.0
-110.0376,37.60202,1982,22.05707,9.5,0.05395579,34.99,7.0,8.0,65.0,10.0,0.0,5.0
-110.0376,37.60202,1983,21.32826,10.22,0.0518898,33.69,7.0,8.0,65.0,10.0,0.0,5.0
